,id,names,path,gender,face_score
368276,368276,Tom Hardy,66/nm0362766_rm3164384000_1977-9-15_2012.jpg,1.0,6.063121500096123
43446,43446,Christian Bale,88/nm0000288_rm3164384000_1974-1-30_2012.jpg,1.0,6.063121500096123
398451,398451,Channing Tatum,94/nm1475594_rm2364340736_1980-4-26_2014.jpg,1.0,6.062833902089574
13403,13403,Leonardo DiCaprio,38/nm0000138_rm18061824_1974-11-11_2007.jpg,1.0,6.062779978558824
168912,168912,Freddie Prinze Jr.,27/nm0005327_rm3249379328_1976-3-8_2005.jpg,1.0,6.062194584606738
444241,444241,Patrick Fugit,78/nm0297578_rm2140977152_1982-10-27_2011.jpg,1.0,6.061266901163146
265691,265691,Lucas Grabeel,17/nm1727317_rm3571629056_1984-11-23_2011.jpg,1.0,6.060651999077406
61548,61548,John Leguizamo,91/nm0000491_rm2925709824_1964-7-22_2014.jpg,1.0,6.060219538827265
366447,366447,Jon Favreau,63/nm0269463_rm2925709824_1966-10-19_2014.jpg,1.0,6.060219538827265
439692,439692,Rory Culkin,12/nm0191412_rm2555556864_1989-7-21_2011.jpg,1.0,6.0591465691660025
42388,42388,Hank Azaria,79/nm0000279_rm1273923584_1964-4-25_2009.jpg,1.0,6.058644559699599
275625,275625,Steve Carell,97/nm0136797_rm2375522048_1962-8-16_2008.jpg,1.0,6.057961228210234
256183,256183,Dwayne Johnson,05/nm0425005_rm2375522048_1972-5-2_2008.jpg,1.0,6.057961228210234
322713,322713,Paul Rudd,20/nm0748620_rm449815552_1969-4-6_2013.jpg,1.0,6.057771177873386
271451,271451,Judd Apatow,76/nm0031976_rm449815552_1967-12-6_2013.jpg,1.0,6.057771177873386
347968,347968,David Oyelowo,48/nm0654648_rm608022272_1976-4-1_2012.jpg,1.0,6.057710840067152
280460,280460,Joseph Gordon-Levitt,87/nm0330687_rm608022272_1981-2-17_2012.jpg,1.0,6.057710840067152
416420,416420,Joseph Cross,00/nm0189200_rm608022272_1986-5-28_2012.jpg,1.0,6.057710840067152
114635,114635,Ralph Macchio,94/nm0001494_rm65452800_1961-11-4_2011.jpg,1.0,6.057254340385305
356658,356658,Liam Hemsworth,13/nm2955013_rm656258560_1990-1-13_2012.jpg,1.0,6.057134925409732
308879,308879,Josh Hutcherson,88/nm1242688_rm656258560_1992-10-12_2012.jpg,1.0,6.057134925409732
350178,350178,Caleb Landry Jones,77/nm2655177_rm4122719488_1989-12-7_2012.jpg,1.0,6.056770536007003
422391,422391,Nathan Tyson,94/nm1382694_rm4189952768_1985-1-10_2003.jpg,1.0,6.05675072227579
166410,166410,Thomas Ian Nicholas,72/nm0005272_rm2087033344_1980-7-10_2003.jpg,1.0,6.056656587763313
229758,229758,James Murray,25/nm0615025_rm750762752_1975-1-22_2011.jpg,1.0,6.0558752013412755
315337,315337,Israel Broussard,52/nm3441152_rm853255936_1994-8-22_2013.jpg,1.0,6.055775253819326
97233,97233,Benicio Del Toro,25/nm0001125_rm4119835904_1967-2-19_2012.jpg,1.0,6.0556076234644625
232450,232450,Jeremy Renner,37/nm0719637_rm3466168320_1971-1-7_2008.jpg,1.0,6.055484178218963
342980,342980,Luke Kirby,86/nm0456186_rm2159850496_1978-6-21_2011.jpg,1.0,6.055292437468603
117965,117965,Edward Norton,70/nm0001570_rm620206080_1969-8-18_2006.jpg,1.0,6.052879786908425
20703,20703,Anthony Hopkins,64/nm0000164_rm3693577472_1937-12-31_2011.jpg,1.0,6.052878322932567
260614,260614,Colin O'Donoghue,40/nm1524440_rm3693577472_1981-1-26_2011.jpg,1.0,6.052878322932567
368326,368326,Tom Hardy,66/nm0362766_rm3958294272_1977-9-15_2014.jpg,1.0,6.052682110041901
59935,59935,Timothy Hutton,59/nm0000459_rm3398693632_1960-8-16_2015.jpg,1.0,6.052133150862504
324306,324306,Nick Swardson,10/nm0841910_rm4294818816_1976-10-9_2011.jpg,1.0,6.051795120427945
319404,319404,Yuji Okumoto,85/nm0645785_rm1944557568_1959-4-20_2005.jpg,1.0,6.051647153012488
369797,369797,Ben McKenzie,70/nm1360270_rm2636640768_1978-9-12_2015.jpg,1.0,6.050659251320953
260964,260964,Daniel Sharman,76/nm1528476_rm345025024_1986-4-25_2011.jpg,1.0,6.050225284799467
438599,438599,Aaron Taylor-Johnson,51/nm1093951_rm1578928128_1990-6-13_2010.jpg,1.0,6.048984386264327
183451,183451,Jesse Bradford,38/nm0103038_rm4269709824_1979-5-28_2005.jpg,1.0,6.048787648072146
430823,430823,Ryan Seacrest,35/nm0780435_rm1104516864_1974-12-24_2002.jpg,1.0,6.048766912635575
270952,270952,David Archuleta,26/nm2924626_rm1104516864_1990-12-28_2002.jpg,1.0,6.048766912635575
355089,355089,David Zayas,82/nm0953882_rm3407344384_1962-8-15_2015.jpg,1.0,6.048601280952605
320454,320454,Roshon Fegan,86/nm1640086_rm417106688_1991-10-6_2009.jpg,1.0,6.0485752652835
242597,242597,Sam Witwer,29/nm1022429_rm472624384_1977-10-20_2011.jpg,1.0,6.048173407072246
194113,194113,Sam Huntington,34/nm0403134_rm472624384_1982-4-1_2011.jpg,1.0,6.048173407072246
377963,377963,Josh Peck,81/nm0669681_rm4201355776_1986-11-10_2002.jpg,1.0,6.04813374582112
366436,366436,Jon Favreau,63/nm0269463_rm2739506432_1966-10-19_2010.jpg,1.0,6.047020772520031
334534,334534,Jake Johnson,26/nm2159926_rm1982774016_1978-5-28_2010.jpg,1.0,6.046804849537318
114882,114882,Tobey Maguire,97/nm0001497_rm462392320_1975-6-27_2009.jpg,1.0,6.046499082509732
399114,399114,Kunal Nayyar,98/nm2471798_rm1466226432_1981-4-30_2007.jpg,1.0,6.046489715955543
190478,190478,Johnny Galecki,59/nm0301959_rm1466226432_1975-4-30_2007.jpg,1.0,6.046489715955543
441705,441705,Hugh Dancy,15/nm0199215_rm4070084096_1975-6-19_2008.jpg,1.0,6.046179750744379
233092,233092,Jackson Rathbone,52/nm1717152_rm2833359616_1984-12-21_2013.jpg,1.0,6.045871350053547
444826,444826,Ellar Coltrane,64/nm1294664_rm1699334656_1994-8-27_2014.jpg,1.0,6.045675851251237
62471,62471,Richard Linklater,00/nm0000500_rm1699334656_1960-7-30_2014.jpg,1.0,6.045675851251237
395872,395872,Jon Hurwitz,58/nm1375358_rm2248381952_1977-11-15_2008.jpg,1.0,6.045302307840549
52802,52802,Robert Duvall,80/nm0000380_rm344100096_1931-1-5_2007.jpg,1.0,6.044498323868336
194027,194027,Sam Huntington,34/nm0403134_rm1439341312_1982-4-1_2006.jpg,1.0,6.044442595315859
76910,76910,James Spader,52/nm0000652_rm1629478656_1960-2-7_2004.jpg,1.0,6.043932360339993
13551,13551,Leonardo DiCaprio,38/nm0000138_rm3038222848_1974-11-11_2006.jpg,1.0,6.043333289635952
27601,27601,Mike Myers,96/nm0000196_rm1113246208_1963-5-25_2013.jpg,1.0,6.04303604363207
333966,333966,Ed Helms,80/nm1159180_rm2982589952_1974-1-24_2012.jpg,1.0,6.042908673622088
290856,290856,Asa Butterfield,35/nm2633535_rm2243877888_1997-4-1_2013.jpg,1.0,6.042887426217285
403063,403063,Kal Penn,80/nm0671980_rm2820512256_1977-4-23_2002.jpg,1.0,6.042540960349302
369887,369887,Rich Sommer,60/nm1360860_rm1387907072_1978-2-2_2007.jpg,1.0,6.042303136868378
27406,27406,Bill Murray,95/nm0000195_rm2139527936_1950-9-21_2003.jpg,1.0,6.042137932383121
140235,140235,Marc Anthony,11/nm0004711_rm2329063936_1968-9-16_2012.jpg,1.0,6.04194110406395
217385,217385,Taylor Lautner,24/nm1210124_rm2340334336_1992-2-11_2012.jpg,1.0,6.041329768527326
137404,137404,James Mangold,06/nm0003506_rm3872692224_1963-12-16_2005.jpg,1.0,6.0411504145646795
137394,137394,James Mangold,06/nm0003506_rm2559679232_1963-12-16_2005.jpg,1.0,6.0411504145646795
308882,308882,Josh Hutcherson,88/nm1242688_rm688781312_1992-10-12_2014.jpg,1.0,6.040985412547826
427314,427314,Austin Butler,21/nm2581521_rm1185396736_1991-8-17_2011.jpg,1.0,6.040911770048201
396672,396672,Kiowa Gordon,42/nm3377042_rm955511040_1990-3-25_2014.jpg,1.0,6.040628019932226
277540,277540,Patrick Mölleken,80/nm2138080_rm552258304_1993-9-27_2014.jpg,1.0,6.039737661097935
437402,437402,Matt Bomer,89/nm0093589_rm3828937216_1977-10-11_2015.jpg,1.0,6.039491189188879
268513,268513,Dominic West,35/nm0922035_rm1491073024_1969-10-15_2014.jpg,1.0,6.039443194617901
388376,388376,Joel Kinnaman,78/nm1172478_rm1179382528_1979-11-25_2015.jpg,1.0,6.038727906189698
301990,301990,Patrick Baladi,46/nm0049346_rm2205653248_1971-0-0_2007.jpg,1.0,6.038057554989929
24054,24054,Jude Law,79/nm0000179_rm4244544256_1972-12-29_2006.jpg,1.0,6.038043753717192
259088,259088,Phil Lord,88/nm0520488_rm2918380288_1975-7-12_2015.jpg,1.0,6.037422113648645
418599,418599,Will Forte,82/nm0287182_rm2918380288_1970-6-17_2015.jpg,1.0,6.037422113648645
426355,426355,Christopher Miller,87/nm0588087_rm2918380288_1975-9-23_2015.jpg,1.0,6.037422113648645
17606,17606,Richard Gere,52/nm0000152_rm1981517312_1949-8-31_1984.jpg,1.0,6.037278845266476
203166,203166,Robert Pulcini,01/nm0700301_rm1922873344_1964-8-24_2011.jpg,1.0,6.037173948495531
181424,181424,Dominic Cooper,41/nm1002641_rm304253184_1978-6-2_2009.jpg,1.0,6.036875289230186
438384,438384,Ye Liu,82/nm1091782_rm624596480_1978-3-23_2007.jpg,1.0,6.036873426379877
122290,122290,Aidan Quinn,44/nm0001644_rm624596480_1959-3-8_2007.jpg,1.0,6.036873426379877
140419,140419,Will Arnett,15/nm0004715_rm3345851904_1970-5-4_2003.jpg,1.0,6.036757514207803
409048,409048,Kyle Gallner,77/nm0973177_rm1005573888_1986-10-22_2014.jpg,1.0,6.036699347533446
277612,277612,Brandon P Bell,34/nm3133334_rm1005573888_1985-1-13_2014.jpg,1.0,6.036699347533446
213686,213686,Adam Brody,13/nm0111013_rm3212675328_1979-12-15_2009.jpg,1.0,6.0363020131314435
232475,232475,Jeremy Renner,37/nm0719637_rm3656626176_1971-1-7_2011.jpg,1.0,6.036097740020944
377458,377458,Aaron Paul,39/nm0666739_rm3035092736_1979-8-27_2014.jpg,1.0,6.036033641295619
277621,277621,Shahriyar Latifzadeh,53/nm3137953_rm1007471616_1979-3-22_2013.jpg,1.0,6.035262016124494
347541,347541,Clive Owen,10/nm0654110_rm1105234688_1964-10-3_2008.jpg,1.0,6.03519512408233
148338,148338,Taye Diggs,75/nm0004875_rm4026724864_1971-1-2_2015.jpg,1.0,6.035170354716888
390386,390386,Louis Ferreira,71/nm0274371_rm603044608_1967-2-20_2009.jpg,1.0,6.034333434735633
353835,353835,Miles Heizer,28/nm1851028_rm1706663936_1994-5-16_2010.jpg,1.0,6.0338229963143295
334402,334402,Jeff Nichols,72/nm2158772_rm3984891904_1978-12-7_2012.jpg,1.0,6.033651253210489
399414,399414,Kunal Nayyar,98/nm2471798_rm924972544_1981-4-30_2007.jpg,1.0,6.033379371270835
127782,127782,Nick Stahl,63/nm0001763_rm237345280_1979-12-5_2003.jpg,1.0,6.033085734418998
225462,225462,Cody Linley,63/nm0512963_rm1658426368_1989-11-20_2005.jpg,1.0,6.032367465958672
373231,373231,James McAvoy,15/nm0564215_rm643532032_1979-4-21_2011.jpg,1.0,6.031766533906828
13339,13339,Leonardo DiCaprio,38/nm0000138_rm1292796672_1974-11-11_2010.jpg,1.0,6.031555295234134
344201,344201,Joshua Marston,58/nm0551358_rm2372180736_1968-8-13_2004.jpg,1.0,6.031303429269308
152438,152438,Adrian Grenier,78/nm0004978_rm3400060672_1976-7-10_2014.jpg,1.0,6.030831044266328
417402,417402,Adam Lambert,38/nm2189338_rm3280178688_1982-1-29_2009.jpg,1.0,6.030585015202062
122260,122260,Aidan Quinn,44/nm0001644_rm3745093120_1959-3-8_2007.jpg,1.0,6.030216232670059
438383,438383,Ye Liu,82/nm1091782_rm3745093120_1978-3-23_2007.jpg,1.0,6.030216232670059
314363,314363,Jack McBrayer,13/nm1442113_rm795644928_1973-5-27_2006.jpg,1.0,6.029952078109317
114697,114697,Tobey Maguire,97/nm0001497_rm1217829376_1975-6-27_2007.jpg,1.0,6.02938474349734
271593,271593,Avi Arad,96/nm0032696_rm1217829376_1948-8-0_2007.jpg,1.0,6.02938474349734
216789,216789,Thomas Dekker,81/nm0215281_rm1336579840_1987-12-28_2002.jpg,1.0,6.029055922055649
415385,415385,Daniel Craig,19/nm0185819_rm3058807296_1968-3-2_2012.jpg,1.0,6.028990749358532
86145,86145,Javier Bardem,49/nm0000849_rm3058807296_1969-3-1_2012.jpg,1.0,6.028990749358532
457049,457049,Troy Gentile,30/nm1795630_rm4177504000_1993-10-27_2013.jpg,1.0,6.028797088314406
288440,288440,Jaden Smith,23/nm1535523_rm2209135104_1998-7-8_2011.jpg,1.0,6.02782920089178
342903,342903,Nikolai Kinski,95/nm0455895_rm2570438144_1976-7-30_2006.jpg,1.0,6.027395492568075
121027,121027,Joaquin Phoenix,18/nm0001618_rm3664026112_1974-10-28_2005.jpg,1.0,6.026790630410674
242937,242937,John Krasinski,77/nm1024677_rm3968772352_1979-10-20_2012.jpg,1.0,6.026491842152906
47330,47330,Don Cheadle,32/nm0000332_rm1660139008_1964-11-29_2012.jpg,1.0,6.02639675855607
142977,142977,Jason Biggs,55/nm0004755_rm3572144896_1978-5-12_2001.jpg,1.0,6.026356152503634
300560,300560,Brian Avery,11/nm0043011_rm3341780224_1940-7-13_1967.jpg,1.0,6.025883936500254
194837,194837,Michael Imperioli,84/nm0408284_rm3832647168_1966-3-26_2009.jpg,1.0,6.025724494430808
198730,198730,Robert Pattinson,55/nm1500155_rm2541660928_1986-5-13_2012.jpg,1.0,6.025718616469291
26353,26353,Ewan McGregor,91/nm0000191_rm429915648_1971-3-31_2014.jpg,1.0,6.025329088937613
90495,90495,Josh Brolin,82/nm0000982_rm4019123200_1968-2-12_2015.jpg,1.0,6.024099572941099
430436,430436,Colton Haynes,62/nm2686262_rm3624530944_1988-7-13_2015.jpg,1.0,6.023953146520623
421721,421721,Emile Hirsch,72/nm0386472_rm1659411200_1985-3-13_2007.jpg,1.0,6.0236969392453945
277733,277733,Xavier Dolan,59/nm0230859_rm1669396992_1989-3-20_2014.jpg,1.0,6.023664340346147
7082,7082,Nicolas Cage,15/nm0000115_rm1006470400_1964-1-7_2011.jpg,1.0,6.023166504547765
392761,392761,David Henrie,08/nm1273708_rm782497280_1989-7-11_2015.jpg,1.0,6.02311138120178
194083,194083,Sam Huntington,34/nm0403134_rm3058473728_1982-4-1_2006.jpg,1.0,6.022999321599113
322468,322468,Paul Rudd,20/nm0748620_rm1769571328_1969-4-6_2010.jpg,1.0,6.022822418953874
83873,83873,Casey Affleck,29/nm0000729_rm1118151168_1975-8-12_2013.jpg,1.0,6.021362454365398
150388,150388,Ben Foster,36/nm0004936_rm1118151168_1980-10-29_2013.jpg,1.0,6.021362454365398
301656,301656,Simon Baker,32/nm0048932_rm2879358208_1969-7-30_2001.jpg,1.0,6.0204655405821415
93241,93241,Dabney Coleman,56/nm0001056_rm2879358208_1932-1-3_2001.jpg,1.0,6.0204655405821415
10631,10631,Tom Cruise,29/nm0000129_rm2567287552_1962-7-3_2011.jpg,1.0,6.020346934515119
368116,368116,Chris Hardwick,34/nm0362534_rm3645549824_1971-11-23_2012.jpg,1.0,6.0199916726523774
183621,183621,Zach Braff,85/nm0103785_rm2034604800_1975-4-6_2005.jpg,1.0,6.0191910004364235
178179,178179,Victor Webster,43/nm0005543_rm154512640_1973-2-7_2012.jpg,1.0,6.019178088778388
425038,425038,Ryan Merriman,65/nm0581365_rm2004196096_1983-4-10_2005.jpg,1.0,6.0189480004617835
370799,370799,Macklemore,67/nm5362567_rm828823808_1983-6-19_2013.jpg,1.0,6.018570923452087
309875,309875,Ed Sheeran,28/nm3247828_rm828823808_1991-2-17_2013.jpg,1.0,6.018570923452087
331810,331810,J.C. Chasez,71/nm0153871_rm528586752_1976-8-8_2005.jpg,1.0,6.018457962192711
432195,432195,Toni Servillo,42/nm0785842_rm1883355392_1959-8-9_2010.jpg,1.0,6.018319333611738
441819,441819,Eric Dane,12/nm0199312_rm2600310016_1972-11-9_2005.jpg,1.0,6.017283042499255
159988,159988,Ashton Kutcher,10/nm0005110_rm4200510208_1978-2-7_2011.jpg,1.0,6.016740707053472
86154,86154,Javier Bardem,49/nm0000849_rm3231749632_1969-3-1_2008.jpg,1.0,6.016457408375503
354567,354567,Dane DeHaan,30/nm2851530_rm3466059264_1986-2-6_2013.jpg,1.0,6.016226245797228
8626,8626,George Clooney,23/nm0000123_rm2485372160_1961-5-6_2015.jpg,1.0,6.014961520348267
448715,448715,Hugh Laurie,02/nm0491402_rm2485372160_1959-6-11_2015.jpg,1.0,6.014961520348267
269003,269003,Michael Weston,95/nm0922995_rm1656134400_1973-10-25_2006.jpg,1.0,6.014560346001847
176714,176714,Wilmer Valderrama,19/nm0005519_rm1147247360_1980-1-30_2006.jpg,1.0,6.013996898287565
411746,411746,Orlando Bloom,17/nm0089217_rm3935148800_1977-1-13_2003.jpg,1.0,6.013762218167195
203512,203512,Shawn Pyfrom,57/nm0701457_rm770152448_1986-8-16_2006.jpg,1.0,6.013453647067733
354792,354792,Rick Yune,35/nm0950935_rm2887031296_1971-8-22_2001.jpg,1.0,6.013199265312263
200090,200090,Joel David Moore,76/nm0601376_rm2412621824_1977-9-25_2011.jpg,1.0,6.0119549974924125
89475,89475,Jon Bon Jovi,54/nm0000954_rm2954998528_1962-3-2_2011.jpg,1.0,6.0116780192595884
378850,378850,RJ Mitte,09/nm2666409_rm3006971392_1992-8-21_2008.jpg,1.0,6.0116155269648575
84654,84654,Paul Thomas Anderson,59/nm0000759_rm3487541504_1970-6-26_2012.jpg,1.0,6.011588005787877
121008,121008,Joaquin Phoenix,18/nm0001618_rm3487541504_1974-10-28_2012.jpg,1.0,6.011588005787877
178284,178284,Harvey Weinstein,44/nm0005544_rm3487541504_1952-3-19_2012.jpg,1.0,6.011588005787877
266391,266391,Aaron Stanford,55/nm0822155_rm3049625600_1976-12-27_2005.jpg,1.0,6.0105318402414145
62317,62317,Matthew Lillard,98/nm0000498_rm317167616_1970-1-24_2007.jpg,1.0,6.009611839967848
338668,338668,Jake Gyllenhaal,53/nm0350453_rm854702080_1980-12-19_2011.jpg,1.0,6.00954478338832
421690,421690,Emile Hirsch,72/nm0386472_rm1150655232_1985-3-13_2003.jpg,1.0,6.009116056973904
198663,198663,Robert Pattinson,55/nm1500155_rm2090839040_1986-5-13_2012.jpg,1.0,6.009096931682444
404149,404149,Andy Samberg,21/nm1676221_rm2182067456_1978-8-18_2012.jpg,1.0,6.008719362943406
319957,319957,Timothy Olyphant,49/nm0648249_rm1417517568_1968-5-20_2001.jpg,1.0,6.006795478626577
346423,346423,T.J. Miller,52/nm2554352_rm2943152384_1981-6-4_2014.jpg,1.0,6.006485658711279
26040,26040,Ewan McGregor,91/nm0000191_rm1407815168_1971-3-31_2009.jpg,1.0,6.006357754555339
373132,373132,James McAvoy,15/nm0564215_rm2342303744_1979-4-21_2010.jpg,1.0,6.006288151080064
197682,197682,Samm Levine,49/nm0505949_rm1521664768_1982-3-12_2014.jpg,1.0,6.006127971397149
232367,232367,Jeremy Renner,37/nm0719637_rm2490541824_1971-1-7_2013.jpg,1.0,6.00585330780663
453082,453082,Justin Bieber,01/nm3595501_rm1870786560_1994-3-1_2015.jpg,1.0,6.00575176154239
354495,354495,Shane Bitney Crone,83/nm1858683_rm2074846720_1985-12-19_2013.jpg,1.0,6.005175027342636
240206,240206,Chris Weitz,63/nm0919363_rm94608128_1969-11-30_2007.jpg,1.0,6.005011016039248
260751,260751,Daniel Samonas,23/nm1526223_rm339970816_1990-3-7_2009.jpg,1.0,6.004854150042667
152883,152883,Colin Hanks,88/nm0004988_rm2978581248_1977-11-24_2008.jpg,1.0,6.004816281716526
204470,204470,Daniel Radcliffe,56/nm0705356_rm1179704832_1989-7-23_2013.jpg,1.0,6.004524982335801
354526,354526,Dane DeHaan,30/nm2851530_rm1179704832_1986-2-6_2013.jpg,1.0,6.004524982335801
243544,243544,Chris Zylka,12/nm3024712_rm1227142400_1985-5-9_2012.jpg,1.0,6.003864929158149
356544,356544,Liam Hemsworth,13/nm2955013_rm1563405568_1990-1-13_2013.jpg,1.0,6.003172360045024
308684,308684,Josh Hutcherson,88/nm1242688_rm1563405568_1992-10-12_2013.jpg,1.0,6.003172360045024
261220,261220,Jeremy Irvine,39/nm3528539_rm3455581696_1990-0-0_2014.jpg,1.0,6.002692091127906
53299,53299,Emilio Estevez,89/nm0000389_rm401775360_1962-5-12_2006.jpg,1.0,6.00200819839898
140266,140266,Marc Anthony,11/nm0004711_rm463837952_1968-9-16_2006.jpg,1.0,6.001940899771741
375089,375089,Bronson Pelletier,36/nm1563736_rm3954606848_1986-12-31_2010.jpg,1.0,6.001440170318526
362653,362653,Chris Hemsworth,10/nm1165110_rm2146338816_1983-8-11_2009.jpg,1.0,6.001006283348216
308863,308863,Josh Hutcherson,88/nm1242688_rm527806720_1992-10-12_2012.jpg,1.0,6.000956366937203
256371,256371,Dwayne Johnson,05/nm0425005_rm527806720_1972-5-2_2012.jpg,1.0,6.000956366937203
255145,255145,Alejandro Jodorowsky,24/nm0423524_rm331663872_1929-2-7_2013.jpg,1.0,6.000853132209878
73885,73885,John Ritter,15/nm0000615_rm1826408704_1948-9-17_1977.jpg,1.0,6.000851661161522
216785,216785,Thomas Dekker,81/nm0215281_rm1259834880_1987-12-28_2009.jpg,1.0,6.000647028452759
424385,424385,Jerry Ferrara,96/nm1483196_rm2211575040_1979-11-25_2015.jpg,1.0,5.998951244415623
443135,443135,James Franco,56/nm0290556_rm2528352000_1978-4-19_2008.jpg,1.0,5.998126909717151
307632,307632,Nate Dushku,31/nm0244631_rm5999360_1977-6-8_2009.jpg,1.0,5.998064363583186
13468,13468,Leonardo DiCaprio,38/nm0000138_rm2311890688_1974-11-11_2013.jpg,1.0,5.997914056661843
114777,114777,Tobey Maguire,97/nm0001497_rm2311890688_1975-6-27_2013.jpg,1.0,5.997914056661843
28043,28043,Gary Oldman,98/nm0000198_rm1299886848_1958-3-21_2011.jpg,1.0,5.997904118355885
102790,102790,Gil Gerard,66/nm0001266_rm293193728_1943-1-23_1979.jpg,1.0,5.997704523066724
19515,19515,Ethan Hawke,60/nm0000160_rm3079574528_1970-11-6_2008.jpg,1.0,5.997188776328258
323318,323318,Mark Ruffalo,63/nm0749263_rm3079574528_1967-11-22_2008.jpg,1.0,5.997188776328258
57785,57785,Neil Patrick Harris,39/nm0000439_rm1199556608_1973-6-15_1989.jpg,1.0,5.997073436414128
135246,135246,Carl Franklin,83/nm0002083_rm1057462784_1949-4-11_2003.jpg,1.0,5.997054132277521
316814,316814,Max Minghella,04/nm1540404_rm2667751168_1985-9-16_2013.jpg,1.0,5.9969572297082125
6877,6877,Steve Buscemi,14/nm0000114_rm1262852864_1957-12-13_2005.jpg,1.0,5.996415237007226
336942,336942,Mike Epps,02/nm0258402_rm1840356096_1970-11-18_2002.jpg,1.0,5.996398620903619
142857,142857,Jason Biggs,55/nm0004755_rm1123272192_1978-5-12_2014.jpg,1.0,5.99636483265157
269026,269026,Michael Weston,95/nm0922995_rm3782908416_1973-10-25_2006.jpg,1.0,5.99613597947054
232617,232617,Emory Cohen,09/nm1710309_rm2969762816_1990-3-13_2015.jpg,1.0,5.995946031233112
316312,316312,Alec Mapa,68/nm0544568_rm4290230784_1965-7-10_2011.jpg,1.0,5.995930707473991
325426,325426,Adrian Quinonez,38/nm1840138_rm4290230784_1977-10-2_2011.jpg,1.0,5.995930707473991
277518,277518,Patrick Mölleken,80/nm2138080_rm3740850176_1993-9-27_2013.jpg,1.0,5.995751131459143
421718,421718,Emile Hirsch,72/nm0386472_rm1642633984_1985-3-13_2007.jpg,1.0,5.9942730262303225
70209,70209,Sean Penn,76/nm0000576_rm1642633984_1960-8-17_2007.jpg,1.0,5.9942730262303225
293424,293424,Enzo Zelocchi,20/nm1738420_rm3228365824_1983-10-10_2014.jpg,1.0,5.994240766568653
204436,204436,Trevor Rabin,09/nm0704909_rm1288280832_1954-1-13_2004.jpg,1.0,5.994035651560392
298993,298993,Tom Wisdom,00/nm0936300_rm3988439808_1973-2-18_2014.jpg,1.0,5.993845866796267
435481,435481,Miles Teller,02/nm1886602_rm1084785664_1987-2-20_2010.jpg,1.0,5.993804363683406
443042,443042,James Franco,56/nm0290556_rm1452246784_1978-4-19_2010.jpg,1.0,5.993610025429059
338571,338571,Jake Gyllenhaal,53/nm0350453_rm3836320512_1980-12-19_2006.jpg,1.0,5.992348620772246
38332,38332,Denzel Washington,43/nm0000243_rm2642974720_1954-12-28_2001.jpg,1.0,5.992071051842381
298832,298832,Eric Winter,21/nm0935721_rm1015143424_1976-7-17_2013.jpg,1.0,5.991921761523614
285638,285638,Jim Parsons,88/nm1433588_rm753841664_1973-3-24_2007.jpg,1.0,5.991400748902822
436047,436047,Riz Ahmed,93/nm1981893_rm3340544000_1982-12-1_2012.jpg,1.0,5.991120104361277
305460,305460,B.J. Novak,83/nm1145983_rm1438029824_1979-7-31_2007.jpg,1.0,5.989997736190006
460112,460112,Maulik Pancholy,89/nm0997689_rm628798464_1974-1-18_2011.jpg,1.0,5.989739156854225
98772,98772,Patrick Duffy,55/nm0001155_rm2088608256_1949-3-17_2012.jpg,1.0,5.989472141487916
332920,332920,Hayden Christensen,89/nm0159789_rm2834405376_1981-4-19_2001.jpg,1.0,5.989083230486089
114757,114757,Tobey Maguire,97/nm0001497_rm1918802432_1975-6-27_2007.jpg,1.0,5.988734739085008
334273,334273,Beau Mirchoff,25/nm2155525_rm475961856_1989-1-13_2006.jpg,1.0,5.988611422583006
397652,397652,Shia LaBeouf,71/nm0479471_rm1098619392_1986-6-11_2005.jpg,1.0,5.988509570835843
332823,332823,Hayden Christensen,89/nm0159789_rm132815616_1981-4-19_1999.jpg,1.0,5.98834841695988
126831,126831,Marc Singer,43/nm0001743_rm2893858816_1948-1-29_1984.jpg,1.0,5.988081583210904
38373,38373,Denzel Washington,43/nm0000243_rm2991561216_1954-12-28_2000.jpg,1.0,5.987584842585234
143017,143017,Jason Biggs,55/nm0004755_rm4196768256_1978-5-12_2003.jpg,1.0,5.987416354066788
216901,216901,Mark Deklin,93/nm0215293_rm1350667520_1967-12-3_2010.jpg,1.0,5.987297469829906
86200,86200,Javier Bardem,49/nm0000849_rm485989120_1969-3-1_2004.jpg,1.0,5.986978454361097
408764,408764,Dylan Sprayberry,98/nm2876098_rm2735797504_1998-7-7_2015.jpg,1.0,5.98528464168064
329737,329737,Justin Bartha,81/nm0058581_rm4244025344_1978-7-21_2011.jpg,1.0,5.985263654894621
305485,305485,B.J. Novak,83/nm1145983_rm2261096448_1979-7-31_2008.jpg,1.0,5.985118488509147
242234,242234,Michael Angarano,00/nm0029400_rm697083392_1987-12-3_2013.jpg,1.0,5.985062332450914
247024,247024,Davis Cleveland,11/nm3121911_rm986687488_2002-2-5_2012.jpg,1.0,5.985028439927199
160341,160341,Nick Lachey,14/nm0005114_rm3272382976_1973-11-9_2006.jpg,1.0,5.984049572912963
314513,314513,Rob Riggle,27/nm1443527_rm3150362112_1970-4-21_2012.jpg,1.0,5.98384566385484
228793,228793,Sam Claflin,71/nm3510471_rm2437788928_1986-6-27_2012.jpg,1.0,5.983436114337458
13577,13577,Leonardo DiCaprio,38/nm0000138_rm3149629952_1974-11-11_2008.jpg,1.0,5.983418381243723
